Cust_ID,Inv_No,Photo_Type,Inv_Date,Amount
14163,92678,SelfTaken,2013-06-28,34.22
9568,92679,Official,2013-06-28,110.63
3643,92680,Passport,2013-06-28,93.78
2809,92681,Engagement.,2013-06-28,336.7
15133,92682,SelfTaken,2013-06-28,77.68
14027,92683,Wedding,2013-06-28,390.15
10555,92684,School,2013-06-28,68.59
6174,92685,Official.,2013-06-28,65.14
15055,92686,SelfTaken,2013-06-28,131.25
5690,92687,School,2013-06-28,78.47999999999999
3722,92688,Passport,2013-06-28,31.52
13833,92689,School,2013-06-28,185.39999999999998
14923,92690,Official,2013-06-28,20.71
2694,92691,Official,2013-06-28,71.4
6644,92692,Wedding,2013-06-28,500.8
11429,92693,Engagement,2013-06-28,344.05
5549,92694,Passport,2013-06-28,83.77000000000001
14015,92695,Engagement,2013-06-28,506.52
11569,92696,Official,2013-06-28,234.78000000000003
3491,92697,School.,2013-06-28,85.68
11358,92698,School,2013-06-28,61.4
3529,92699,Engagement,2013-06-28,393.90999999999997
7360,92700,Passport.,2013-06-28,261.37
10088,92701,Wedding,2013-06-28,342.62
14708,92702,Engagement.,2013-06-28,331.06
16481,92703,Wedding,2013-06-28,505.34000000000003
7930,92704,Engagement,2013-06-28,404.57
10306,92705,Passport,2013-06-28,132.67000000000002
14306,92706,Wedding.,2013-06-28,373.0
13659,92707,SelfTaken.,2013-06-28,179.47
10349,92708,Official,2013-06-28,101.61
14432,92709,Passport.,2013-06-28,83.78999999999999
15134,92710,Wedding,2013-06-28,486.35
15321,92711,Engagement.,2013-06-28,344.88
10210,92712,Engagement.,2013-06-28,550.74
15071,92713,Passport,2013-06-28,55.47
13634,92714,School.,2013-06-28,31.4
12648,92715,Wedding.,2013-06-28,324.42
5868,92716,Passport,2013-06-28,61.68
6313,92717,Wedding,2013-06-28,378.36
6587,92718,SelfTaken,2013-06-28,122.88
11820,92719,School,2013-06-28,170.19
15570,92720,School,2013-06-28,121.99000000000001
13034,92721,SelfTaken,2013-06-28,161.35
4920,92722,Passport,2013-06-28,42.989999999999995
10705,92723,Engagement.,2013-06-28,356.55
16844,92724,SelfTaken.,2013-06-28,133.05
4958,92725,Wedding.,2013-06-28,450.15
7968,92726,Wedding.,2013-06-28,385.9
12119,92727,,2013-06-28,32.89
14028,92728,SelfTaken.,2013-06-28,168.31
12720,92729,SelfTaken.,2013-06-28,96.23
10617,92730,Official,2013-06-28,123.57000000000001
16674,92731,Engagement.,2013-06-28,406.51
10537,92732,Official.,2013-06-28,195.16
9068,92733,School,2013-06-28,75.37
13710,92734,Official,2013-06-28,49.349999999999994
12913,92735,,2013-06-28,37.99
7477,92736,School.,2013-06-28,47.019999999999996
7831,92737,,2013-06-28,287.09999999999997
9937,92738,SelfTaken.,2013-06-28,27.759999999999998
14551,92739,Engagement,2013-06-28,437.15
10938,92740,Wedding,2013-06-28,350.62
8312,92741,Passport,2013-06-28,105.86
7746,92742,Engagement,2013-06-28,505.74
10660,92743,SelfTaken,2013-06-28,33.51
16777,92744,SelfTaken.,2013-06-28,59.56
14910,92745,Wedding,2013-06-28,342.8
12527,92746,Wedding,2013-06-28,461.02
15563,92747,Official.,2013-06-28,100.55
4924,92748,School,2013-06-28,175.32
6254,92749,SelfTaken,2013-06-28,98.38000000000001
16642,92750,Official,2013-06-28,32.16
10255,92751,Engagement,2013-06-28,455.68
11696,92752,Passport.,2013-06-28,31.41
14607,92753,SelfTaken.,2013-06-28,78.08
12093,92754,Official.,2013-06-28,96.94
2622,92755,SelfTaken.,2013-06-28,143.42000000000002
6615,92756,Passport.,2013-06-28,58.440000000000005
14309,92757,Passport.,2013-06-28,192.94
13741,92758,SelfTaken.,2013-06-28,140.64999999999998
16783,92759,Official,2013-06-28,105.24000000000001
7781,92760,Wedding.,2013-06-28,357.62
15736,92761,Engagement.,2013-06-28,365.34000000000003
7110,92762,Passport.,2013-06-28,63.25
8829,92763,SelfTaken.,2013-06-28,221.88000000000002
14564,92764,School.,2013-06-28,173.45
4646,92765,School.,2013-06-28,137.87
15774,92766,Engagement,2013-06-28,329.19
10616,92767,Engagement,2013-06-28,362.29
11703,92768,School.,2013-06-28,123.75000000000001
14021,92769,SelfTaken,2013-06-28,106.02
5732,92770,Passport.,2013-06-28,76.93
7967,92771,Wedding,2013-06-28,349.38
12896,92772,Official,2013-06-28,110.14999999999999
10238,92773,Official.,2013-06-28,85.94
4947,92774,Passport,2013-06-28,128.35
14559,92775,School,2013-06-28,43.42
13316,92776,SelfTaken,2013-06-28,21.04
8678,92777,Wedding.,2013-06-28,375.24
5169,92778,SelfTaken.,2013-06-28,220.49
2622,92779,Official.,2013-06-28,120.99000000000001
8350,92780,School,2013-06-28,161.76
8666,92781,Passport,2013-06-28,81.32
6113,92782,Wedding,2013-06-28,468.40999999999997
12772,92783,Official,2013-06-28,130.44
7599,92784,Engagement,2013-06-28,369.69
11115,92785,SelfTaken,2013-06-28,100.76
5937,92786,SelfTaken,2013-06-28,127.99000000000001
12203,92787,Passport,2013-06-28,92.37
2835,92788,Passport,2013-06-28,31.13
10118,92789,Wedding,2013-06-28,420.40999999999997
3242,92790,SelfTaken.,2013-06-28,21.07
16250,92791,Wedding.,2013-06-28,362.2
16722,92792,School.,2013-06-28,35.89
10717,92793,Official,2013-06-28,158.16
12688,92794,Official.,2013-06-28,184.67000000000002
13049,92795,SelfTaken,2013-06-28,118.44000000000001
16414,92796,Wedding,2013-06-28,391.40999999999997
11443,92797,Wedding.,2013-06-28,349.3
2691,92798,SelfTaken.,2013-06-28,24.37
8134,92799,Official.,2013-06-28,91.16
6177,92800,,2013-06-28,192.2
9041,92801,Passport,2013-06-28,26.0
8154,92802,School,2013-06-28,20.67
16195,92803,Wedding.,2013-06-28,348.56
13682,92804,Official.,2013-06-28,158.94
8039,92805,School,2013-06-28,69.49000000000001
10317,92806,School,2013-06-28,65.13
15728,92807,Passport.,2013-06-28,42.64
12849,92808,SelfTaken.,2013-06-28,46.53
2701,92809,Engagement,2013-06-28,386.65999999999997
13591,92810,School.,2013-06-28,26.15
14026,92811,Engagement.,2013-06-28,542.4200000000001
8648,92812,School.,2013-06-28,230.2
2859,92813,SelfTaken.,2013-06-28,81.74
4633,92814,,2013-06-28,144.63
10171,92815,Passport,2013-06-28,289.72
5883,92816,Official,2013-06-28,51.46
13393,92817,Engagement.,2013-06-28,347.52
4888,92818,Wedding.,2013-06-28,581.79
13838,92819,Engagement.,2013-06-28,421.45
11167,92820,School.,2013-06-28,61.13
15205,92821,Engagement,2013-06-28,368.2
10519,92822,Wedding.,2013-06-28,539.67
12009,92823,Engagement,2013-06-28,407.79
12649,92824,Official.,2013-06-28,192.52
13341,92825,Passport,2013-06-28,93.77
8313,92826,Official,2013-06-28,119.17
4478,92827,Wedding,2013-06-28,367.58
10386,92828,Wedding.,2013-06-28,344.82
15954,92829,SelfTaken.,2013-06-28,160.83
6059,92830,Wedding,2013-06-28,450.65999999999997
16801,92831,Engagement,2013-06-28,347.5
10824,92832,Passport.,2013-06-28,27.6
6232,92833,Passport,2013-06-28,86.86999999999999
10387,92834,Wedding.,2013-06-28,557.55
12865,92835,Engagement,2013-06-28,388.85
12196,92836,,2013-06-28,153.64000000000001
3372,92837,Passport.,2013-06-28,33.55
5001,92838,Wedding,2013-06-28,337.23
12859,92839,Official,2013-06-28,144.86
14674,92840,,2013-06-28,24.61
14506,92841,SelfTaken.,2013-06-28,86.60000000000001
5711,92842,SelfTaken.,2013-06-28,104.95
16000,92843,Engagement.,2013-06-28,332.15
2701,92844,Official,2013-06-28,84.9
3158,92845,SelfTaken,2013-06-28,100.0
15318,92846,Wedding,2013-06-28,422.27
5939,92847,Official,2013-06-28,52.48
12300,92848,Passport.,2013-06-28,25.54
12086,92849,SelfTaken.,2013-06-28,30.14
9198,92850,SelfTaken.,2013-06-28,137.6
10217,92851,Official,2013-06-28,44.39
8491,92852,Passport.,2013-06-28,45.96
9931,92853,Passport.,2013-06-28,67.06
6011,92854,Wedding,2013-06-28,361.17
11250,92855,School,2013-06-28,201.82
9429,92856,Engagement,2013-06-28,363.57
16016,92857,Official,2013-06-28,137.15
6296,92858,Wedding.,2013-06-28,401.12
9071,92859,Engagement.,2013-06-28,393.44
6705,92860,SelfTaken.,2013-06-28,119.52
4083,92861,Passport,2013-06-28,167.72
14915,92862,Wedding,2013-06-28,347.29
16923,92863,SelfTaken,2013-06-28,149.26999999999998
11725,92864,Passport,2013-06-28,51.8
12801,92865,Wedding,2013-06-28,452.23
15692,92866,,2013-06-28,27.77
12334,92867,Official,2013-06-28,169.92000000000002
4291,92868,SelfTaken.,2013-06-28,94.26
3060,92869,Official,2013-06-28,121.77000000000001
8928,92870,Passport.,2013-06-28,111.71000000000001
16388,92871,School.,2013-06-28,82.22999999999999
7062,92872,School.,2013-06-28,49.55
5100,92873,Passport.,2013-06-28,36.61
8278,92874,Passport,2013-06-28,29.060000000000002
14378,92875,Passport,2013-06-28,195.67
9433,92876,Wedding,2013-06-28,410.42
3041,92877,Wedding,2013-06-28,354.89
14370,92878,Passport,2013-06-28,63.03
3611,92879,Official,2013-06-28,145.29
11837,92880,SelfTaken.,2013-06-28,105.79
6596,92881,Engagement.,2013-06-28,466.73
13798,92882,Engagement,2013-06-28,349.23
16486,92883,School,2013-06-28,112.65
12843,92884,School.,2013-06-28,61.449999999999996
11412,92885,Wedding.,2013-06-28,368.09
14505,92886,Official.,2013-06-28,115.66
6410,92887,Passport.,2013-06-28,47.800000000000004
7480,92888,,2013-06-28,81.69
13495,92889,Official.,2013-06-28,174.7
13661,92890,School,2013-06-28,21.89
16717,92891,School.,2013-06-28,56.1
7454,92892,Wedding.,2013-06-28,369.12
13312,92893,,2013-06-28,266.83000000000004
11442,92894,Engagement,2013-06-28,500.55
15483,92895,Engagement,2013-06-28,478.68
14947,92896,School.,2013-06-28,214.18
2960,92897,SelfTaken,2013-06-28,103.84
2800,92898,Wedding.,2013-06-28,445.31
10872,92899,Engagement,2013-06-28,446.7
14809,92900,Wedding.,2013-06-28,329.04
7388,92901,Official.,2013-06-28,83.47
14191,92902,Passport,2013-06-28,32.92
6359,92903,SelfTaken,2013-06-28,91.78
9539,92904,Engagement.,2013-06-28,413.81
9037,92905,Official,2013-06-28,21.759999999999998
6943,92906,Official,2013-06-28,101.89
3694,92907,,2013-06-28,23.22
4579,92908,Passport.,2013-06-28,124.84
7622,92909,Official,2013-06-28,55.39
11058,92910,SelfTaken.,2013-06-28,58.33
4488,92911,School.,2013-06-28,133.29000000000002
15860,92912,Official,2013-06-28,137.72
9567,92913,Wedding,2013-06-28,352.04
10960,92914,,2013-06-28,117.77
14055,92915,Official,2013-06-28,62.28
11707,92916,Official,2013-06-28,80.08
5885,92917,,2013-06-28,121.96000000000001
6572,92918,School,2013-06-28,27.13
8585,92919,SelfTaken,2013-06-29,173.07999999999998
12323,92920,Official.,2013-06-29,133.79
12787,92921,SelfTaken,2013-06-29,30.82
14197,92922,School.,2013-06-29,24.38
15654,92923,SelfTaken,2013-06-29,94.45
15987,92924,Engagement,2013-06-29,353.51
16626,92925,Passport.,2013-06-29,165.95
4521,92926,SelfTaken,2013-06-29,127.99000000000001
6497,92927,Wedding,2013-06-29,541.03
13804,92928,School.,2013-06-29,205.7
14500,92929,,2013-06-29,66.34
6008,92930,Passport.,2013-06-29,49.88
8364,92931,Official.,2013-06-29,147.8
3567,92932,SelfTaken.,2013-06-29,179.27
4575,92933,SelfTaken,2013-06-29,111.36999999999999
12785,92934,Wedding.,2013-06-29,440.24
7058,92935,Official,2013-06-29,159.1
5879,92936,Official,2013-06-29,109.8
13160,92937,Engagement.,2013-06-29,323.85
15321,92938,SelfTaken.,2013-06-29,135.95999999999998
7908,92939,Official.,2013-06-29,153.69
16192,92940,Wedding,2013-06-29,427.26
2864,92941,SelfTaken,2013-06-29,33.17
5574,92942,School.,2013-06-29,28.22
3862,92943,Passport,2013-06-29,127.1
2714,92944,SelfTaken.,2013-06-29,54.32
8321,92945,Wedding,2013-06-29,327.4
8368,92946,Wedding,2013-06-29,374.96000000000004
11002,92947,Wedding,2013-06-29,329.39
7510,92948,Engagement.,2013-06-29,461.28999999999996
4569,92949,Engagement,2013-06-29,359.66
13198,92950,Passport,2013-06-29,36.32
10387,92951,Wedding,2013-06-29,342.57
14066,92952,Official,2013-06-29,172.15
2884,92953,,2013-06-29,200.44
13489,92954,Engagement.,2013-06-29,336.33
10943,92955,Passport.,2013-06-29,84.11
5444,92956,School.,2013-06-29,95.59
7954,92957,SelfTaken.,2013-06-29,35.730000000000004
3855,92958,Engagement,2013-06-29,361.26
16873,92959,,2013-06-29,20.22
12982,92960,Official.,2013-06-29,117.11999999999999
11637,92961,Engagement.,2013-06-29,533.54
7397,92962,Passport,2013-06-29,60.79
10971,92963,Engagement,2013-06-29,364.19
13888,92964,School.,2013-06-29,59.92
13636,92965,Wedding,2013-06-29,418.7
15501,92966,Wedding,2013-06-29,440.41999999999996
9073,92967,Passport,2013-06-29,20.86
12157,92968,Engagement.,2013-06-29,495.65999999999997
8101,92969,Official,2013-06-29,114.69999999999999
5142,92970,Official,2013-06-29,32.01
4210,92971,Wedding.,2013-06-29,521.21
8671,92972,,2013-06-29,205.83
13862,92973,Official.,2013-06-29,145.22
8031,92974,,2013-06-29,125.92999999999999
13402,92975,Engagement,2013-06-29,468.25
15710,92976,Engagement,2013-06-29,418.65999999999997
16248,92977,Wedding,2013-06-29,398.88
4541,92978,Official,2013-06-29,150.23
15490,92979,SelfTaken,2013-06-29,38.730000000000004
11838,92980,SelfTaken.,2013-06-29,97.73
8000,92981,,2013-06-29,41.39
5683,92982,Engagement.,2013-06-29,336.7
16597,92983,Official,2013-06-29,95.44999999999999
6434,92984,Passport.,2013-06-29,48.67
4961,92985,Passport.,2013-06-29,38.96
14712,92986,Wedding.,2013-06-29,377.92
6978,92987,Passport,2013-06-29,78.43
9460,92988,Official.,2013-06-29,127.48
2590,92989,Engagement.,2013-06-29,320.27
8882,92990,SelfTaken.,2013-06-29,166.15
11648,92991,School,2013-06-29,25.64
12321,92992,Passport,2013-06-29,118.31
12496,92993,Passport,2013-06-29,36.32
8062,92994,Engagement.,2013-06-29,378.28
11744,92995,School.,2013-06-29,26.61
4486,92996,Wedding,2013-06-29,474.47
10079,92997,Wedding.,2013-06-29,382.41999999999996
11627,92998,Passport.,2013-06-29,120.92000000000002
10418,92999,Engagement.,2013-06-29,350.51
8862,93000,School.,2013-06-29,27.97
2958,93001,Passport.,2013-06-29,99.08
12974,93002,Wedding.,2013-06-29,403.17
8114,93003,School,2013-06-29,130.21
4997,93004,Passport.,2013-06-29,95.82
4532,93005,Engagement.,2013-06-29,480.87
7954,93006,Official.,2013-06-29,57.32
14960,93007,Passport.,2013-06-29,93.7
10153,93008,Wedding,2013-06-29,335.93
12820,93009,School,2013-06-29,131.04000000000002
16118,93010,Wedding.,2013-06-29,451.91999999999996
11216,93011,Wedding.,2013-06-29,359.0
11784,93012,Passport.,2013-06-29,188.05
14920,93013,SelfTaken,2013-06-29,47.480000000000004
12125,93014,Wedding.,2013-06-29,578.37
6883,93015,Passport.,2013-06-29,75.24000000000001
12259,93016,School,2013-06-29,74.82
10290,93017,Passport,2013-06-29,68.27000000000001
5935,93018,Passport,2013-06-29,159.67000000000002
2746,93019,Official,2013-06-29,46.2
6073,93020,SelfTaken.,2013-06-29,29.67
10855,93021,Official,2013-06-29,185.73
13774,93022,School,2013-06-29,47.22
7516,93023,SelfTaken.,2013-06-29,97.82
14510,93024,SelfTaken,2013-06-29,283.57
11815,93025,Engagement.,2013-06-29,458.63
5260,93026,Official,2013-06-29,32.019999999999996
13404,93027,Passport,2013-06-29,22.3
7875,93028,Passport.,2013-06-29,48.53
5489,93029,Engagement,2013-06-29,446.54
9832,93030,Passport.,2013-06-29,161.1
6786,93031,Passport.,2013-06-29,161.88
14564,93032,Official,2013-06-29,61.68
4155,93033,Engagement.,2013-06-29,412.15999999999997
11042,93034,SelfTaken.,2013-06-29,26.03
13033,93035,Official,2013-06-29,152.17000000000002
12578,93036,School.,2013-06-29,75.33
3679,93037,Passport.,2013-06-29,155.16
12363,93038,School.,2013-06-29,85.74
11283,93039,Official.,2013-06-29,46.57
8149,93040,Official,2013-06-29,163.34
8971,93041,,2013-06-29,72.28
3609,93042,,2013-06-29,29.15
7700,93043,Official,2013-06-29,22.79
7274,93044,SelfTaken.,2013-06-29,42.77
9651,93045,Wedding,2013-06-29,385.94
7913,93046,,2013-06-29,61.58
14460,93047,SelfTaken.,2013-06-29,33.93
12665,93048,Engagement.,2013-06-29,327.72
15566,93049,Wedding,2013-06-29,422.21000000000004
12310,93050,Engagement.,2013-06-29,456.88
6388,93051,SelfTaken.,2013-06-29,139.61
3188,93052,SelfTaken.,2013-06-29,265.96000000000004
8131,93053,School,2013-06-29,85.96
9716,93054,,2013-06-29,45.519999999999996
12319,93055,School,2013-06-29,89.07
5634,93056,,2013-06-29,25.88
14092,93057,Wedding.,2013-06-29,424.24
12191,93058,Engagement,2013-06-29,483.03
10215,93059,SelfTaken,2013-06-29,115.85000000000001
10774,93060,Wedding,2013-06-29,323.94
10700,93061,,2013-06-29,49.81
15651,93062,,2013-06-29,78.22
8787,93063,Passport.,2013-06-29,134.12
15263,93064,Engagement,2013-06-29,449.51
13216,93065,Passport,2013-06-29,20.02
3909,93066,Wedding,2013-06-29,458.89
10666,93067,School.,2013-06-29,30.97
2593,93068,Passport,2013-06-29,44.81
15035,93069,Passport,2013-06-29,59.62
5123,93070,Wedding.,2013-06-29,411.14
12852,93071,Passport.,2013-06-29,194.99
13873,93072,SelfTaken,2013-06-29,288.46000000000004
5550,93073,School,2013-06-29,75.08
6077,93074,Wedding,2013-06-29,357.03
10827,93075,School.,2013-06-29,90.92
7515,93076,Passport,2013-06-29,113.64
12065,93077,School,2013-06-29,112.41
8777,93078,Engagement,2013-06-29,339.01
5897,93079,Wedding.,2013-06-29,342.39
5042,93080,School,2013-06-29,106.16
15097,93081,Passport,2013-06-29,90.67999999999999
13456,93082,Engagement,2013-06-29,430.03
4937,93083,Passport,2013-06-29,74.21000000000001
3569,93084,Passport,2013-06-29,95.48
8564,93085,Official.,2013-06-29,77.73
13876,93086,SelfTaken,2013-06-29,37.66
11806,93087,School.,2013-06-29,137.74
10569,93088,Passport,2013-06-29,43.68
12112,93089,School,2013-06-29,201.32
10319,93090,SelfTaken,2013-06-29,195.57
16036,93091,Official,2013-06-29,151.70999999999998
9743,93092,,2013-06-29,60.62
13740,93093,Engagement,2013-06-29,329.56
7838,93094,Official.,2013-06-29,41.24
5400,93095,Wedding,2013-06-29,396.21
12723,93096,Official.,2013-06-29,20.93
13381,93097,Engagement,2013-06-29,339.33
10340,93098,SelfTaken.,2013-06-29,74.97
13126,93099,,2013-06-29,36.44
15290,93100,Wedding.,2013-06-29,348.76
3415,93101,Official,2013-06-29,86.94
4007,93102,Passport.,2013-06-29,42.96
10334,93103,Wedding,2013-06-29,325.3
13921,93104,Engagement.,2013-06-29,361.88
15297,93105,School,2013-06-29,60.68
15368,93106,Passport,2013-06-29,190.27
12247,93107,Engagement,2013-06-29,438.0
2840,93108,SelfTaken.,2013-06-29,166.86999999999998
4509,93109,SelfTaken.,2013-06-29,92.32
13867,93110,Official.,2013-06-29,130.17
12115,93111,Wedding.,2013-06-29,363.33
5386,93112,SelfTaken.,2013-06-29,144.74
11840,93113,Engagement.,2013-06-29,357.32
16026,93114,Engagement.,2013-06-29,469.71000000000004
6644,93115,School,2013-06-29,42.97
13325,93116,Wedding.,2013-06-29,350.22
16722,93117,Passport.,2013-06-29,26.09
10026,93118,Official,2013-06-29,71.91
3715,93119,Engagement,2013-06-29,389.53
6402,93120,Official,2013-06-29,81.22
13036,93121,School.,2013-06-29,40.510000000000005
9692,93122,Wedding.,2013-06-29,418.81
9507,93123,School.,2013-06-29,164.41
9040,93124,School.,2013-06-29,89.49
2826,93125,Passport,2013-06-29,131.76999999999998
11660,93126,School,2013-06-29,22.48
14397,93127,Passport.,2013-06-29,189.46
13805,93128,SelfTaken,2013-06-29,99.93
16672,93129,,2013-06-29,233.98999999999998
10111,93130,SelfTaken,2013-06-29,71.12
9935,93131,School,2013-06-29,37.849999999999994
7764,93132,Engagement.,2013-06-29,342.31
16890,93133,Wedding.,2013-06-29,325.71
15240,93134,School.,2013-06-29,68.85
16762,93135,Wedding.,2013-06-29,425.42
15294,93136,SelfTaken,2013-06-29,172.7
4840,93137,School.,2013-06-29,156.37
14017,93138,Engagement,2013-06-29,389.65
12275,93139,Engagement,2013-06-29,382.99
12157,93140,Wedding.,2013-06-29,354.87
15000,93141,Passport,2013-06-29,149.48999999999998
14143,93142,SelfTaken.,2013-06-29,36.16
11704,93143,Passport,2013-06-29,113.17999999999999
14109,93144,SelfTaken.,2013-06-29,66.21000000000001
8240,93145,SelfTaken,2013-06-29,40.71
16000,93146,Official,2013-06-29,11.180000000000007
8130,93147,Official,2013-06-29,35.75
14878,93148,Official,2013-06-29,83.78
8151,93149,,2013-06-29,47.47
4974,93150,Passport,2013-06-29,121.66999999999999
15402,93151,Passport.,2013-06-29,169.07999999999998
15235,93152,School.,2013-06-29,88.03
15450,93153,Wedding,2013-06-29,337.13
2804,93154,Passport,2013-06-29,154.38000000000002
7621,93155,Passport.,2013-06-29,37.19
9679,93156,Official.,2013-06-29,49.28
6184,93157,Official.,2013-06-29,147.76
11279,93158,School,2013-06-29,63.36
9842,93159,Engagement.,2013-06-29,338.44
2586,93160,Wedding,2013-06-29,414.47
11753,93161,Official.,2013-06-29,115.32000000000001
14579,93162,Official.,2013-06-29,248.7
14906,93163,Official.,2013-06-29,179.41
6807,93164,Engagement,2013-06-29,378.32
4011,93165,,2013-06-29,43.7
7420,93166,Wedding.,2013-06-29,392.25
9776,93167,Passport,2013-06-29,116.89
5449,93168,Official.,2013-06-29,46.97
16208,93169,Engagement.,2013-06-29,393.5
6534,93170,Passport.,2013-06-29,75.1
10069,93171,Official,2013-06-29,103.55
5134,93172,Passport.,2013-06-29,131.48000000000002
11732,93173,Official.,2013-06-29,22.54
7581,93174,Wedding.,2013-06-30,399.43
15535,93175,Official.,2013-06-30,34.68
13017,93176,Wedding.,2013-06-30,402.59000000000003
9764,93177,Wedding.,2013-06-30,395.19
10173,93178,Passport.,2013-06-30,35.53
7346,93179,Official,2013-06-30,270.91999999999996
15581,93180,SelfTaken,2013-06-30,116.46000000000001
7961,93181,Engagement,2013-06-30,389.81
6511,93182,SelfTaken,2013-06-30,48.72
2911,93183,SelfTaken.,2013-06-30,45.03
13715,93184,School,2013-06-30,34.89
5119,93185,School.,2013-06-30,102.6
10256,93186,School.,2013-06-30,20.560000000000002
10297,93187,Engagement.,2013-06-30,472.74
15552,93188,Engagement,2013-06-30,381.07
13440,93189,Wedding.,2013-06-30,342.09000000000003
15119,93190,School.,2013-06-30,32.95
9039,93191,SelfTaken.,2013-06-30,47.29
4010,93192,Engagement.,2013-06-30,509.43
6713,93193,Wedding.,2013-06-30,413.48
15056,93194,Official.,2013-06-30,65.72999999999999
10740,93195,Engagement,2013-06-30,325.4
5620,93196,School,2013-06-30,20.42
13117,93197,Wedding.,2013-06-30,361.23
3395,93198,Wedding,2013-06-30,353.77
8857,93199,Engagement,2013-06-30,368.05
15793,93200,Engagement.,2013-06-30,420.75
7668,93201,School.,2013-06-30,90.65
4150,93202,Passport,2013-06-30,244.95
10385,93203,SelfTaken.,2013-06-30,192.99
15903,93204,Passport,2013-06-30,168.07999999999998
15751,93205,Passport.,2013-06-30,125.75000000000001
6768,93206,Engagement.,2013-06-30,441.55
13452,93207,SelfTaken,2013-06-30,207.3
14345,93208,Engagement.,2013-06-30,413.26
5924,93209,Official,2013-06-30,74.77
5153,93210,School.,2013-06-30,33.67
11695,93211,Passport,2013-06-30,70.03999999999999
10186,93212,,2013-06-30,137.85000000000002
4202,93213,Official,2013-06-30,81.41999999999999
2716,93214,Passport.,2013-06-30,85.13
2810,93215,Engagement,2013-06-30,376.7
5698,93216,Wedding,2013-06-30,430.78
14523,93217,School,2013-06-30,25.57
15724,93218,SelfTaken.,2013-06-30,138.53
13716,93219,Wedding,2013-06-30,498.6
8885,93220,Engagement,2013-06-30,474.65999999999997
13153,93221,Wedding.,2013-06-30,446.93
8680,93222,SelfTaken.,2013-06-30,229.29000000000002
11460,93223,SelfTaken,2013-06-30,119.9
13466,93224,Engagement,2013-06-30,371.55
11457,93225,Wedding.,2013-06-30,370.06
14166,93226,School.,2013-06-30,31.48
7849,93227,Engagement.,2013-06-30,331.25
9112,93228,Passport.,2013-06-30,126.87
10312,93229,Passport,2013-06-30,94.87
11886,93230,,2013-06-30,56.9
5591,93231,Engagement,2013-06-30,445.44
7336,93232,Wedding.,2013-06-30,437.78999999999996
16532,93233,Engagement.,2013-06-30,451.59000000000003
7865,93234,Passport,2013-06-30,100.97999999999999
12148,93235,Passport.,2013-06-30,170.91000000000003
16273,93236,SelfTaken.,2013-06-30,67.21000000000001
13856,93237,SelfTaken.,2013-06-30,57.21
15523,93238,Passport,2013-06-30,40.36
13893,93239,Passport.,2013-06-30,17.079999999999984
7279,93240,Official.,2013-06-30,274.70000000000005
16624,93241,Engagement.,2013-06-30,379.11
14061,93242,School,2013-06-30,67.99000000000001
7609,93243,SelfTaken,2013-06-30,32.870000000000005
3262,93244,Official,2013-06-30,103.66
10642,93245,Passport,2013-06-30,119.53999999999999
12980,93246,Passport.,2013-06-30,66.22
12284,93247,School,2013-06-30,60.42
12842,93248,Passport.,2013-06-30,135.07
7448,93249,Engagement,2013-06-30,374.16999999999996
12645,93250,Passport,2013-06-30,183.85
8063,93251,Engagement.,2013-06-30,457.49
14064,93252,Official.,2013-06-30,39.44
3773,93253,Engagement,2013-06-30,364.72
9765,93254,Passport,2013-06-30,98.34
10250,93255,School.,2013-06-30,285.93
15397,93256,SelfTaken,2013-06-30,128.32
10876,93257,Engagement,2013-06-30,384.18
16713,93258,School,2013-06-30,98.0
5977,93259,Passport.,2013-06-30,153.16
5068,93260,Official,2013-06-30,54.96
13796,93261,SelfTaken,2013-06-30,90.83
4589,93262,Passport.,2013-06-30,176.32
14451,93263,,2013-06-30,102.42
4215,93264,Passport.,2013-06-30,159.06
8456,93265,Wedding.,2013-06-30,324.01
16188,93266,Engagement.,2013-06-30,497.7
7594,93267,Engagement,2013-06-30,489.82
7372,93268,Wedding,2013-06-30,457.3
16482,93269,Official,2013-06-30,63.16
14514,93270,Wedding.,2013-06-30,434.90999999999997
13377,93271,School,2013-06-30,171.6
11364,93272,School,2013-06-30,28.13
12172,93273,Official.,2013-06-30,67.53999999999999
8923,93274,Official,2013-06-30,150.6
9423,93275,SelfTaken,2013-06-30,20.23
9106,93276,Official,2013-06-30,48.269999999999996
14297,93277,Wedding.,2013-06-30,370.07
14176,93278,Passport,2013-06-30,54.27
9246,93279,Wedding.,2013-06-30,343.27
7956,93280,Official.,2013-06-30,43.04
10332,93281,School.,2013-06-30,80.8
7418,93282,School,2013-06-30,47.1
12475,93283,Official.,2013-06-30,31.29
9433,93284,Official,2013-06-30,168.89
15019,93285,Engagement.,2013-06-30,452.13
5388,93286,School.,2013-06-30,94.83999999999999
10033,93287,,2013-06-30,80.8
6979,93288,SelfTaken.,2013-06-30,20.619999999999997
15486,93289,Engagement,2013-06-30,350.24
15267,93290,Wedding.,2013-06-30,332.04
7669,93291,Official.,2013-06-30,114.58
16552,93292,Passport,2013-06-30,291.25
4419,93293,SelfTaken,2013-06-30,179.10999999999999
7094,93294,Wedding,2013-06-30,323.61
9519,93295,SelfTaken.,2013-06-30,106.57000000000001
5825,93296,SelfTaken,2013-06-30,229.19
12277,93297,School.,2013-06-30,121.95
8007,93298,Engagement.,2013-06-30,388.21000000000004
